[08:01:50] [main/INFO]: ModLauncher running: args [--username, Dr3hverschluss, --version, neoforge-21.1.218, --gameDir, D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie, --assetsDir, D:\Minecraft\CurseForge\Install\assets, --assetIndex, 17, --uuid, 31b85e701104473e9d9822b38aa9c6cd, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, MGQ0MDI2MzEtMzFkYy00YzI2LTk5NzItOWU2NDg5NzlhODFk, --xuid, 2535451895605041, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, D:\Minecraft\CurseForge\Install\quickPlay\java\1769583708534.json, --fml.neoForgeVersion, 21.1.218, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient]
[08:01:50] [main/INFO]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[08:01:50] [main/INFO]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Windows 11 arch amd64 version 10.0
[08:01:55] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[08:01:55] [main/INFO]: Trying GL version 4.6
[08:01:56] [main/INFO]: Requested GL version 4.6 got version 4.6
[08:01:56] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/D:/Minecraft/CurseForge/Install/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23121!/ Service=ModLauncher Env=CLIENT
[08:01:56] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3080 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 581.57, NVIDIA Corporation
[08:01:56] [main/INFO]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.218:client]
[08:01:56] [main/INFO]: Found mod file "neoforge-21.1.218-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[D:\Minecraft\CurseForge\Install\libraries\net\neoforged\neoforge\21.1.218\neoforge-21.1.218-universal.jar]], reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "[Neoforge]ctov-3.6.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "[Neoforge]imst-2.2.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "accessories-neoforge-1.1.0-beta.52+1.21.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "accessories_compat_layer-neoforge-0.1.10+1.21.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "adventuredungeons-neoforge-1.21-1.3.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "alexsmobs-1.22.17.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "AmbientSounds_NEOFORGE_v6.3.3_mc1.21.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "amendments-1.21-2.0.15-neoforge.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "Apotheosis-1.21.1-8.4.2.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "apothic_amendments__enchanting-NF1.21.1-0.1.4.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "apothic_cataclysm-1.2.0.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "apothic_sups_enchanting-0.1.0-neoforge-1.21.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "ApothicAttributes-1.21.1-2.9.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
[08:01:56] [main/INFO]: Found mod file "ApothicEnchanting-1.21.1-1.5.1.jar" [locator: {mods folder locator at D:\Minecraft\CurseForge\Instances\ImmersiveRPG&MineColonie\mods}, reader: mod manifest]
